atc_code,atc_name,code_length,parent_code,level,length_validation,atc_level1,atc_level2,atc_level3,atc_level4
N06DA05,ipidacrine,7,N06DA,5,TRUE,N,N06,N06D,N06DA
N06DA52,donepezil and memantine,7,N06DA,5,TRUE,N,N06,N06D,N06DA
N06DA53,"donepezil, memantine and Ginkgo folium",7,N06DA,5,TRUE,N,N06,N06D,N06DA
N06DX01,memantine,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06DX02,Ginkgo folium,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06DX03,aducanumab,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06DX04,lecanemab,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06DX05,donanemab,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06DX30,combinations,7,N06DX,5,TRUE,N,N06,N06D,N06DX
N06AA01,desipramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA02,imipramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA03,imipramine oxide,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA04,clomipramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA05,opipramol,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA06,trimipramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA07,lofepramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA08,dibenzepin,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA09,amitriptyline,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA10,nortriptyline,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA11,protriptyline,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA12,doxepin,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA13,iprindole,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA14,melitracen,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA15,butriptyline,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA16,dosulepin,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA17,amoxapine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA18,dimetacrine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA19,amineptine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA21,maprotiline,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AA23,quinupramine,7,N06AA,5,TRUE,N,N06,N06A,N06AA
N06AB02,zimeldine,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB03,fluoxetine,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB04,citalopram,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB05,paroxetine,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB06,sertraline,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB07,alaproclate,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB08,fluvoxamine,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB09,etoperidone,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AB10,escitalopram,7,N06AB,5,TRUE,N,N06,N06A,N06AB
N06AF01,isocarboxazid,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AF02,nialamide,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AF03,phenelzine,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AF04,tranylcypromine,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AF05,iproniazide,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AF06,iproclozide,7,N06AF,5,TRUE,N,N06,N06A,N06AF
N06AG02,moclobemide,7,N06AG,5,TRUE,N,N06,N06A,N06AG
N06AG03,toloxatone,7,N06AG,5,TRUE,N,N06,N06A,N06AG
N06AX01,oxitriptan,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX02,tryptophan,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX03,mianserin,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX04,nomifensine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX05,trazodone,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX06,nefazodone,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX07,minaprine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX08,bifemelane,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX09,viloxazine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX10,oxaflozane,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX11,mirtazapine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX12,bupropion,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX13,medifoxamine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX14,tianeptine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX15,pivagabine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX16,venlafaxine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX17,milnacipran,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX18,reboxetine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX19,gepirone,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX21,duloxetine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX22,agomelatine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX23,desvenlafaxine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX24,vilazodone,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX25,Hyperici herba,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX26,vortioxetine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX27,esketamine,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX28,levomilnacipran,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX29,brexanolone,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N06AX62,bupropion and dextromethorphan,7,N06AX,5,TRUE,N,N06,N06A,N06AX
N02AA01,morphine,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA02,opium,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA03,hydromorphone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA04,nicomorphine,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA05,oxycodone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA08,dihydrocodeine,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA10,papaveretum,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA11,oxymorphone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA51,"morphine, combinations",7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA53,hydromorphone and naloxone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA55,oxycodone and naloxone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA56,oxycodone and naltrexone,7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA58,"dihydrocodeine, combinations",7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA59,"codeine, combinations excl. psycholeptics",7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AA79,"codeine, combinations with psycholeptics",7,N02AA,5,TRUE,N,N02,N02A,N02AA
N02AB01,ketobemidone,7,N02AB,5,TRUE,N,N02,N02A,N02AB
N02AB02,pethidine,7,N02AB,5,TRUE,N,N02,N02A,N02AB
N02AB03,fentanyl,7,N02AB,5,TRUE,N,N02,N02A,N02AB
N02AB52,"pethidine, combinations excl. psycholeptics",7,N02AB,5,TRUE,N,N02,N02A,N02AB
N02AB72,"pethidine, combinations with psycholeptics",7,N02AB,5,TRUE,N,N02,N02A,N02AB
N02AC01,dextromoramide,7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC03,piritramide,7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC04,dextropropoxyphene,7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC05,bezitramide,7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC52,"methadone, combinations excl. psycholeptics",7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC54,"dextropropoxyphene, combinations excl. psycholeptics",7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AC74,"dextropropoxyphene, combinations with psycholeptics",7,N02AC,5,TRUE,N,N02,N02A,N02AC
N02AD01,pentazocine,7,N02AD,5,TRUE,N,N02,N02A,N02AD
N02AD02,phenazocine,7,N02AD,5,TRUE,N,N02,N02A,N02AD
N02AD51,pentazocine and naloxone,7,N02AD,5,TRUE,N,N02,N02A,N02AD
N02AE01,buprenorphine,7,N02AE,5,TRUE,N,N02,N02A,N02AE
N02AF01,butorphanol,7,N02AF,5,TRUE,N,N02,N02A,N02AF
N02AF02,nalbuphine,7,N02AF,5,TRUE,N,N02,N02A,N02AF
N02AG01,morphine and antispasmodics,7,N02AG,5,TRUE,N,N02,N02A,N02AG
N02AG02,ketobemidone and antispasmodics,7,N02AG,5,TRUE,N,N02,N02A,N02AG
N02AG03,pethidine and antispasmodics,7,N02AG,5,TRUE,N,N02,N02A,N02AG
N02AG04,hydromorphone and antispasmodics,7,N02AG,5,TRUE,N,N02,N02A,N02AG
N02AJ01,dihydrocodeine and paracetamol,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ02,dihydrocodeine and acetylsalicylic acid,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ03,dihydrocodeine and other non-opioid analgesics,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ06,codeine and paracetamol,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ07,codeine and acetylsalicylic acid,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ08,codeine and ibuprofen,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ09,codeine and other non-opioid analgesics,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ13,tramadol and paracetamol,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ14,tramadol and dexketoprofen,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ15,tramadol and other non-opioid analgesics,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ16,tramadol and celecoxib,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ17,oxycodone and paracetamol,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ18,oxycodone and acetylsalicylic acid,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ19,oxycodone and ibuprofen,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ22,hydrocodone and paracetamol,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AJ23,hydrocodone and ibuprofen,7,N02AJ,5,TRUE,N,N02,N02A,N02AJ
N02AX01,tilidine,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX02,tramadol,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX03,dezocine,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX05,meptazinol,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX06,tapentadol,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX07,oliceridine,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02AX51,tilidine and naloxone,7,N02AX,5,TRUE,N,N02,N02A,N02AX
N02BA01,acetylsalicylic acid,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA02,aloxiprin,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA03,choline salicylate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA04,sodium salicylate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA05,salicylamide,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA06,salsalate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA07,ethenzamide,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA08,morpholine salicylate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA09,dipyrocetyl,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA10,benorilate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA11,diflunisal,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA12,potassium salicylate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA14,guacetisal,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA15,carbasalate calcium,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA16,imidazole salicylate,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA51,"acetylsalicylic acid, combinations excl. psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA55,"salicylamide, combinations excl. psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA57,"ethenzamide, combinations excl. psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA59,"dipyrocetyl, combinations excl. psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA65,carbasalate calcium combinations excl. psycholeptics,7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA67,"magnesium salicylate, combinations excl. psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA71,"acetylsalicylic acid, combinations with psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA75,"salicylamide, combinations with psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA77,"ethenzamide, combinations with psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BA79,"dipyrocetyl, combinations with psycholeptics",7,N02BA,5,TRUE,N,N02,N02B,N02BA
N02BB01,phenazone,7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB02,metamizole sodium,7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB03,aminophenazone,7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB04,propyphenazone,7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB05,nifenazone,7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB51,"phenazone, combinations excl. psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB52,"metamizole sodium, combinations excl. psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB53,"aminophenazone, combinations excl. psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB54,"propyphenazone, combinations excl. psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB71,"phenazone, combinations with psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB72,"metamizole sodium, combinations with psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB73,"aminophenazone, combinations with psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BB74,"propyphenazone, combinations with psycholeptics",7,N02BB,5,TRUE,N,N02,N02B,N02BB
N02BE01,paracetamol,7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE03,phenacetin,7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE04,bucetin,7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE05,propacetamol,7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE51,"paracetamol, combinations excl. psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE53,"phenacetin, combinations excl. psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE54,"bucetin, combinations excl. psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE71,"paracetamol, combinations with psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE73,"phenacetin, combinations with psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BE74,"bucetin, combinations with psycholeptics",7,N02BE,5,TRUE,N,N02,N02B,N02BE
N02BF01,gabapentin,7,N02BF,5,TRUE,N,N02,N02B,N02BF
N02BF02,pregabalin,7,N02BF,5,TRUE,N,N02,N02B,N02BF
N02BF03,mirogabalin,7,N02BF,5,TRUE,N,N02,N02B,N02BF
N02BG02,rimazolium,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG03,glafenine,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG04,floctafenine,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG05,viminol,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG06,nefopam,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG07,flupirtine,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG08,ziconotide,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG09,methoxyflurane,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG10,cannabinoids,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02BG12,tanezumab,7,N02BG,5,TRUE,N,N02,N02B,N02BG
N02CA01,dihydroergotamine,7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA02,ergotamine,7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA04,methysergide,7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA07,lisuride,7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA51,"dihydroergotamine, combinations",7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA52,"ergotamine, combinations excl. psycholeptics",7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CA72,"ergotamine, combinations with psycholeptics",7,N02CA,5,TRUE,N,N02,N02C,N02CA
N02CB01,flumedroxone,7,N02CB,5,TRUE,N,N02,N02C,N02CB
N02CC01,sumatriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC02,naratriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC03,zolmitriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC04,rizatriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC05,almotriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC06,eletriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC07,frovatriptan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC08,lasmiditan,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CC51,sumatriptan and naproxen,7,N02CC,5,TRUE,N,N02,N02C,N02CC
N02CD01,erenumab,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD02,galcanezumab,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD03,fremanezumab,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD04,ubrogepant,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD05,eptinezumab,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD06,rimegepant,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CD07,atogepant,7,N02CD,5,TRUE,N,N02,N02C,N02CD
N02CX01,pizotifen,7,N02CX,5,TRUE,N,N02,N02C,N02CX
N02CX02,clonidine,7,N02CX,5,TRUE,N,N02,N02C,N02CX
N02CX03,iprazochrome,7,N02CX,5,TRUE,N,N02,N02C,N02CX
N02CX05,dimetotiazine,7,N02CX,5,TRUE,N,N02,N02C,N02CX
N02CX06,oxetorone,7,N02CX,5,TRUE,N,N02,N02C,N02CX
N05BA01,diazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA02,chlordiazepoxide,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA03,medazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA04,oxazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA05,potassium clorazepate,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA06,lorazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA07,adinazolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA08,bromazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA09,clobazam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA10,ketazolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA11,prazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA12,alprazolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA13,halazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA14,pinazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA15,camazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA16,nordazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA17,fludiazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA18,ethyl loflazepate,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA19,etizolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA21,clotiazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA22,cloxazolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA23,tofisopam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA24,bentazepam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA25,mexazolam,7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BA56,"lorazepam, combinations",7,N05BA,5,TRUE,N,N05,N05B,N05BA
N05BB01,hydroxyzine,7,N05BB,5,TRUE,N,N05,N05B,N05BB
N05BB02,captodiame,7,N05BB,5,TRUE,N,N05,N05B,N05BB
N05BB51,"hydroxyzine, combinations",7,N05BB,5,TRUE,N,N05,N05B,N05BB
N05BC01,meprobamate,7,N05BC,5,TRUE,N,N05,N05B,N05BC
N05BC03,emylcamate,7,N05BC,5,TRUE,N,N05,N05B,N05BC
N05BC04,mebutamate,7,N05BC,5,TRUE,N,N05,N05B,N05BC
N05BC51,"meprobamate, combinations",7,N05BC,5,TRUE,N,N05,N05B,N05BC
N05BD01,benzoctamine,7,N05BD,5,TRUE,N,N05,N05B,N05BD
N05BE01,buspirone,7,N05BE,5,TRUE,N,N05,N05B,N05BE
N05BX01,mephenoxalone,7,N05BX,5,TRUE,N,N05,N05B,N05BX
N05BX02,gedocarnil,7,N05BX,5,TRUE,N,N05,N05B,N05BX
N05BX03,etifoxine,7,N05BX,5,TRUE,N,N05,N05B,N05BX
N05BX04,fabomotizole,7,N05BX,5,TRUE,N,N05,N05B,N05BX
N05BX05,Lavandulae aetheroleum,7,N05BX,5,TRUE,N,N05,N05B,N05BX
N05AA01,chlorpromazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA02,levomepromazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA03,promazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA04,acepromazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA05,triflupromazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA06,cyamemazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AA07,chlorproethazine,7,N05AA,5,TRUE,N,N05,N05A,N05AA
N05AB01,dixyrazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB02,fluphenazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB03,perphenazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB04,prochlorperazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB05,thiopropazate,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB06,trifluoperazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB07,acetophenazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB08,thioproperazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB09,butaperazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AB10,perazine,7,N05AB,5,TRUE,N,N05,N05A,N05AB
N05AC01,periciazine,7,N05AC,5,TRUE,N,N05,N05A,N05AC
N05AC02,thioridazine,7,N05AC,5,TRUE,N,N05,N05A,N05AC
N05AC03,mesoridazine,7,N05AC,5,TRUE,N,N05,N05A,N05AC
N05AC04,pipotiazine,7,N05AC,5,TRUE,N,N05,N05A,N05AC
N05AD01,haloperidol,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD02,trifluperidol,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD03,melperone,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD04,moperone,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD05,pipamperone,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD06,bromperidol,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD07,benperidol,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD08,droperidol,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD09,fluanisone,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AD10,lumateperone,7,N05AD,5,TRUE,N,N05,N05A,N05AD
N05AE01,oxypertine,7,N05AE,5,TRUE,N,N05,N05A,N05AE
N05AE02,molindone,7,N05AE,5,TRUE,N,N05,N05A,N05AE
N05AE03,sertindole,7,N05AE,5,TRUE,N,N05,N05A,N05AE
N05AE04,ziprasidone,7,N05AE,5,TRUE,N,N05,N05A,N05AE
N05AE05,lurasidone,7,N05AE,5,TRUE,N,N05,N05A,N05AE
N05AF01,flupentixol,7,N05AF,5,TRUE,N,N05,N05A,N05AF
N05AF02,clopenthixol,7,N05AF,5,TRUE,N,N05,N05A,N05AF
N05AF03,chlorprothixene,7,N05AF,5,TRUE,N,N05,N05A,N05AF
N05AF04,tiotixene,7,N05AF,5,TRUE,N,N05,N05A,N05AF
N05AF05,zuclopenthixol,7,N05AF,5,TRUE,N,N05,N05A,N05AF
N05AG01,fluspirilene,7,N05AG,5,TRUE,N,N05,N05A,N05AG
N05AG02,pimozide,7,N05AG,5,TRUE,N,N05,N05A,N05AG
N05AG03,penfluridol,7,N05AG,5,TRUE,N,N05,N05A,N05AG
N05AH01,loxapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH02,clozapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH03,olanzapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH04,quetiapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH05,asenapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH06,clotiapine,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AH53,olanzapine and samidorphan,7,N05AH,5,TRUE,N,N05,N05A,N05AH
N05AL01,sulpiride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL02,sultopride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL03,tiapride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL04,remoxipride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL05,amisulpride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL06,veralipride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AL07,levosulpiride,7,N05AL,5,TRUE,N,N05,N05A,N05AL
N05AN01,Lithium,7,N05AN,5,TRUE,N,N05,N05A,N05AN
N05AX07,prothipendyl,7,N05AX,5,TRUE,N,N05,N05A,N05AX
N05AX08,risperidone,7,N05AX,5,TRUE,N,N05,N05A,N05AX
N05AX10,mosapramine,7,N05AX,5,TRUE,N,N05,N05A,N05AX
